index,value
4822,1174
4823,1513
4824,1729
4825,685
4826,683
4827,79
4828,-284
4829,-105
4830,-594
4831,-324
4832,-568
4833,-1666
4834,-1719
4835,-4511
4836,-7786
4837,1035
4838,7093
4839,1626
4840,-398
4841,235
4842,405
4843,592
4844,623
4845,327
4846,-209
4847,-238
4848,-844
4849,-592
4850,-808
4851,-1012
4852,-1206
4853,-1289
4854,-1380
4855,-1260
4856,-968
4857,-930
4858,-341
4859,924
4860,383
4861,2
4862,-25
4863,-583
4864,-967
4865,-481
4866,-49
4867,-546
4868,-560
4869,-167
4870,-329
4871,-1203
4872,-1366
4873,-1170
4874,-908
4875,-646
4876,-1095
4877,245
4878,1432
4879,1576
4880,1831
4881,1837
4882,609
4883,-375
4884,99
4885,-248
4886,-490
4887,-853
4888,-859
4889,-745
4890,-709
4891,-1045
4892,-942
4893,-137
4894,-248
4895,216
4896,1055
4897,1112
4898,1550
4899,1156
4900,704
4901,342
4902,-538
4903,-890
4904,-1344
4905,-4369
4906,-8399
4907,254
4908,11374
4909,2367
4910,-843
4911,-721
4912,-384
4913,129
4914,548
4915,1028
4916,710
4917,531
4918,494
4919,-237
4920,-454
4921,-1304
4922,-245
4923,-1029
4924,-1481
4925,-1746
4926,-1698
4927,-2540
4928,-2138
4929,-1810
4930,-1878
4931,-1284
4932,-67
4933,765
4934,446
4935,559
4936,359
4937,1122
4938,-29
4939,-199
4940,-190
4941,-519
4942,-848
4943,-159
4944,-404
4945,-482
4946,-452
4947,-325
4948,-184
4949,1124
4950,2335
4951,1462
4952,1235
4953,1250
4954,295
4955,-15
4956,-3254
4957,-8428
4958,-1223
4959,8514
4960,3771
4961,-983
4962,-279
4963,-909
4964,-539
4965,-794
4966,-310
4967,11
4968,757
4969,1477
4970,1438
4971,1487
4972,1578
4973,1038
4974,443
4975,-43
4976,-788
4977,-877
4978,-1346
4979,-1845
4980,-1988
4981,-2120
4982,-2792
4983,-2087
4984,-1985
4985,-1501
4986,132
4987,1787
4988,2464
4989,1720
4990,1863
4991,1694
4992,757
4993,-148
4994,-133
4995,-289
4996,-213
4997,-631
4998,-624
4999,-489
5000,1526
5001,-608
5002,-2059
5003,-1845
5004,-2046
5005,-1397
5006,-269
5007,355
5008,1216
5009,1100
5010,631
5011,778
5012,392
5013,-559
5014,-859
5015,-862
5016,-857
5017,-889
5018,-290
5019,-411
5020,328
5021,635
5022,1362
5023,1757
5024,1493
5025,820
5026,354
5027,-215
5028,-738
5029,-1075
5030,-1392
5031,-1490
5032,-1281
5033,-1011
5034,-245
5035,-195
5036,1467
5037,4349
5038,10279
5039,3556
5040,-2696
5041,-1469
5042,-288
5043,-30
5044,-314
5045,-295
5046,-646
5047,-989
5048,-796
5049,-587
5050,-512
5051,-34
5052,788
5053,708
5054,1214
5055,169
5056,-323
5057,-789
5058,-996
5059,-1357
5060,-1440
5061,-1347
5062,-773
5063,-107
5064,250
5065,423
5066,1193
5067,1625
5068,1914
5069,1814
5070,1732
5071,956
5072,570
5073,-946
5074,-948
5075,-1188
5076,-1179
5077,-1206
5078,-742
5079,123
5080,607
5081,434
5082,426
5083,588
5084,742
5085,805
5086,315
5087,-109
5088,-186
5089,-1075
5090,-1331
5091,-1169
5092,-582
5093,596
5094,1241
5095,938
5096,1523
5097,6332
5098,8072
5099,709
5100,-3162
5101,-1010
5102,-578
5103,-671
5104,-715
5105,-724
5106,-677
5107,-239
5108,875
5109,1601
5110,1014
5111,202
5112,-549
5113,-512
5114,-542
5115,-466
5116,-746
5117,-1049
5118,-1150
5119,-1058
5120,-1319
5121,-439
5122,285
5123,1026
5124,1122
5125,822
5126,-277
5127,-528
5128,-779
5129,-805
5130,-393
5131,449
5132,214
5133,365
5134,591
5135,780
5136,1261
5137,1358
5138,1439
5139,473
5140,17
5141,-585
5142,-1298
5143,-854
5144,-1187
5145,-893
5146,-481
5147,-101
5148,296
5149,861
5150,1408
5151,2650
5152,1663
5153,1196
5154,-130
5155,-576
5156,-845
5157,-1442
5158,-1085
5159,-1621
5160,324
5161,1800
5162,8475
5163,2699
5164,-2254
5165,-52
5166,-87
5167,329
5168,316
5169,-122
5170,-1243
5171,-1301
5172,-2146
5173,-1664
5174,-1656
5175,-891
5176,-1013
5177,-762
5178,-607
5179,-218
5180,967
5181,1306
5182,224
5183,-275
5184,-699
5185,-1051
5186,-2327
5187,-1665
5188,-2475
5189,-2261
5190,-1842
5191,-1538
5192,-831
5193,36
5194,825
5195,963
5196,1120
5197,736
5198,692
5199,2120
5200,6831
5201,5655
5202,-934
5203,-3651
5204,-1748
5205,-1569
5206,-1257
5207,-756
5208,-39
5209,601
5210,948
5211,1528
5212,1370
5213,566
5214,-753
5215,-1493
5216,-1842
5217,-1842
5218,-2415
5219,-2335
5220,-2508
5221,-2237
5222,-2074
5223,-771
5224,1270
5225,1816
5226,2108
5227,2067
5228,635
5229,340
5230,-463
5231,-1231
5232,-1164
5233,-1846
5234,-2137
5235,-1808
5236,-1429
5237,-773
5238,255
5239,838
5240,1526
5241,932
5242,440
5243,-228
5244,-682
5245,-1344
5246,-1338
5247,-1410
5248,-1887
5249,-2233
5250,-2314
5251,-2113
5252,-2072
5253,-1071
5254,-376
5255,994
5256,295
5257,171
5258,-1068
5259,-639
5260,-88
5261,4377
5262,5643
5263,-329
5264,-3919
5265,-1426
5266,-1002
5267,-462
5268,-511
5269,-98
5270,320
5271,51
5272,-538
5273,-437
5274,-628
5275,-1107
5276,-1302
5277,-1486
5278,-1405
5279,-1536
5280,-1355
5281,-923
5282,-424
5283,-277
5284,195
5285,249
5286,-222
5287,-334
5288,-879
5289,-988
5290,-832
5291,-944
5292,-1160
5293,-806
5294,-501
5295,-309
5296,-357
5297,151
5298,291
5299,917
5300,-50
5301,-157
5302,237
5303,5613
5304,6263
5305,-1131
5306,-3249
5307,-544
5308,-565
5309,-655
5310,-716
5311,-936
5312,-1244
5313,-965
5314,-1098
5315,469
5316,652
5317,356
5318,79
5319,-389
5320,-508
5321,-771
5322,-1117
5323,-1919
5324,-2133
5325,-2582
5326,-2263
5327,-1434
5328,-208
5329,751
5330,784
5331,304
5332,761
5333,-17
5334,-97
5335,-75
5336,-136
5337,-286
5338,-66
5339,-483
5340,-411
5341,65
5342,728
5343,1178
5344,1134
5345,967
5346,1500
5347,2060
5348,789
5349,-585
5350,-854
5351,-911
5352,-1058
5353,-636
5354,-399
5355,362
5356,1141
5357,1034
5358,1371
5359,1444
5360,2057
5361,2427
5362,2334
5363,1304
5364,1132
5365,-1174
5366,-1333
5367,-1523
5368,-16
5369,-142
5370,-404
5371,314
5372,3303
5373,8358
5374,7180
5375,1833
5376,-191
5377,-343
5378,-493
5379,-1251
5380,-1522
5381,-1633
5382,-921
5383,-465
5384,-373
5385,-314
5386,584
5387,930
5388,1891
5389,1531
5390,1953
5391,1283
5392,528
5393,-473
5394,-1142
5395,-1458
5396,-2047
5397,-1710
5398,-233
5399,-315
5400,529
5401,547
5402,1065
5403,1397
5404,1381
5405,794
5406,729
5407,831
5408,733
5409,-293
5410,-897
5411,-1242
5412,-680
5413,6
5414,2
5415,289
5416,708
5417,722
5418,1013
5419,793
5420,1276
5421,660
5422,1788
5423,1466
5424,310
5425,-381
5426,-1093
5427,-910
5428,-924
5429,-830
5430,-800
5431,145
5432,289
5433,604
5434,857
5435,959
5436,1681
5437,744
5438,411
5439,-579
5440,-1013
5441,-986
5442,-428
5443,-1110
5444,-1172
5445,-1201
5446,-811
5447,44
5448,491
5449,867
5450,918
5451,1071
5452,1425
5453,514
5454,-847
5455,-897
5456,-826
5457,-485
5458,-1122
5459,-945
5460,-790
5461,-540
5462,232
5463,3336
5464,8092
5465,5634
5466,-183
5467,-647
5468,-508
5469,-559
5470,-807
5471,-760
5472,-1064
5473,-1340
5474,-1146
5475,-1046
5476,-655
5477,-356
5478,-346
5479,-30
5480,-10
5481,256
5482,541
5483,413
5484,-298
5485,-927
5486,-1368
5487,-1539
5488,-1353
5489,-540
5490,-386
5491,-191
5492,-182
5493,-58
5494,448
5495,135
5496,103
5497,723
5498,106
5499,-635
5500,-853
5501,-686
5502,-1018
5503,-877
5504,-1488
5505,-948
5506,-660
5507,-270
5508,-626
5509,-307
5510,-102
5511,-361
5512,-277
5513,2058
5514,6763
5515,8045
5516,435
5517,-2741
5518,-1017
5519,-1024
5520,-667
5521,-419
5522,-393
5523,-344
5524,562
5525,2039
5526,1462
5527,627
5528,-193
5529,-536
5530,-793
5531,-1110
5532,-1834
5533,-2551
5534,-2674
5535,-3022
5536,-3020
5537,-1392
5538,-751
5539,351
5540,1733
5541,1899
5542,1394
5543,768
5544,623
5545,-165
5546,-861
5547,-1012
5548,-970
5549,-1507
5550,-1582
5551,-822
5552,-456
5553,56
5554,268
5555,352
5556,1044
5557,2381
5558,1728
5559,1547
5560,302
5561,-384
5562,-945
5563,-1326
5564,-1944
5565,-1624
5566,-1181
5567,-1134
5568,-859
5569,-672
5570,295
5571,590
5572,-171
5573,886
5574,1339
5575,6693
5576,7877
5577,2061
5578,-3339
5579,-1135
5580,-1158
5581,-999
5582,-1104
5583,-318
5584,-272
5585,-137
5586,658
5587,172
5588,-63
5589,70
5590,520
5591,-483
5592,-720
5593,-1589
5594,-2562
5595,-1688
5596,-1860
5597,-1498
5598,-1492
5599,-1094
5600,-712
5601,76
5602,1179
5603,1532
5604,851
5605,905
5606,514
5607,-424
5608,-572
5609,-147
5610,-176
5611,-135
5612,-159
5613,-653
5614,-389
5615,-347
5616,733
5617,1085
5618,616
5619,-448
5620,-511
5621,-730
5622,-649
5623,-872
5624,-259
5625,-427
5626,-427
5627,-693
5628,113
5629,389
5630,952
5631,2387
5632,6777
5633,8709
5634,2743
5635,-2078
5636,-1057
5637,-1040
5638,-785
5639,-1074
5640,-905
5641,-831
5642,-449
5643,-150
5644,635
5645,506
5646,967
5647,1061
5648,693
5649,2
5650,-639
5651,-1474
5652,-1872
5653,-2598
5654,-2464
5655,-2476
5656,-1694
5657,-759
5658,145
5659,531
5660,887
5661,916
5662,1051
5663,762
5664,-193
5665,-701
5666,-620
5667,-332
5668,-1120
5669,-250
5670,1517
5671,7516
5672,6897
5673,2462
5674,-200
5675,-141
5676,-739
5677,-530
5678,-998
5679,-1176
5680,-1469
5681,-1483
5682,-1491
5683,-1073
5684,-871
5685,-766
5686,-607
5687,-685
5688,-506
5689,-295
5690,-205
5691,-1131
5692,-1300
5693,-1397
5694,-1214
5695,-956
5696,-388
5697,23
5698,115
5699,-34
5700,129
5701,441
5702,-121
5703,-714
5704,-731
5705,-505
5706,-1319
5707,581
5708,2338
5709,7304
5710,4567
5711,-1203
5712,-610
5713,-332
5714,-139
5715,-172
5716,-292
5717,-1311
5718,-1659
5719,-1397
5720,-1551
5721,-1327
5722,-1277
5723,-1122
5724,-891
5725,-614
5726,-392
5727,-624
5728,-907
5729,-937
5730,-415
5731,-1084
5732,-1204
5733,-922
5734,-1061
5735,-1302
5736,-869
5737,-988
5738,-865
5739,-727
5740,52
5741,144
5742,147
5743,546
5744,855
5745,655
5746,1418
5747,3183
5748,6819
5749,3736
5750,-700
5751,-2265
5752,-1193
5753,-653
5754,-692
5755,-573
5756,-379
5757,51
5758,1067
5759,299
5760,43
5761,-330
5762,-891
5763,-977
5764,-1388
5765,-2204
5766,-2063
5767,-2114
5768,-2043
5769,-1656
5770,-1057
5771,-266
5772,862
5773,1396
5774,1276
5775,233
5776,46
5777,281
5778,-150
5779,-325
5780,-705
5781,-833
5782,-498
5783,-306
5784,-274
5785,-901
5786,987
5787,1543
5788,7743
5789,6266
5790,2252
5791,-1365
5792,-673
5793,-821
5794,-783
5795,-982
5796,-962
5797,-1196
5798,-909
5799,-543
5800,-101
5801,435
5802,595
5803,664
5804,-461
5805,-830
5806,-1037
5807,-1610
5808,-2332
5809,-1845
5810,-1767
5811,-1047
5812,-844
5813,-54
5814,331
5815,787
5816,953
5817,825
5818,369
5819,338
5820,-193
5821,-375
5822,-466
5823,-576
5824,-646
5825,-357
5826,-504
5827,-300
5828,46
5829,358
5830,356
5831,262
5832,28
5833,319
5834,94
5835,11
5836,-379
5837,-581
5838,-837
5839,-202
5840,-333
5841,-432
5842,-466
5843,-245
5844,-794
5845,-837
5846,-766
5847,-414
5848,-342
5849,-502
5850,-268
5851,214
5852,-10
5853,153
5854,-634
5855,-279
5856,-695
5857,-516
5858,-509
5859,-372
5860,-428
5861,-103
5862,736
5863,4969
5864,8228
5865,779
5866,-2914
5867,-1135
5868,-439
5869,-410
5870,-519
5871,-830
5872,-1225
5873,-1017
5874,-484
5875,-231
5876,-120
5877,4
5878,-110
5879,-389
5880,-741
5881,-938
5882,-1363
5883,-1340
5884,-1776
5885,-1549
5886,-1599
5887,-1118
5888,-623
5889,313
5890,578
5891,558
5892,289
5893,497
5894,-47
5895,-516
5896,-328
5897,-782
5898,-1105
5899,-1063
5900,-800
5901,-714
5902,2270
5903,5841
5904,7428
5905,235
5906,-895
5907,-298
5908,-155
5909,-272
5910,-210
5911,-346
5912,-818
5913,-1110
5914,-1414
5915,-1369
5916,-1103
5917,-1260
5918,-1501
5919,-1034
5920,-751
5921,-698
5922,-681
5923,-1083
5924,-891
5925,-659
5926,-610
5927,-687
5928,-746
5929,-465
5930,-288
5931,-918
5932,-814
5933,-612
5934,-329
5935,379
5936,692
5937,957
5938,419
5939,1224
5940,4169
5941,8331
5942,3903
5943,-1576
5944,-2012
5945,-1778
5946,-928
5947,-838
5948,-319
5949,55
5950,600
5951,869
5952,848
5953,100
5954,-42
5955,-37
5956,-295
5957,-1465
5958,-2481
5959,-2704
5960,-2852
5961,-3120
5962,-2762
5963,-2101
5964,-133
5965,800
5966,1103
5967,1294
5968,2047
5969,1814
5970,1727
5971,817
5972,689
5973,-578
5974,-1158
5975,-651
5976,-916
5977,-860
5978,-375
5979,-380
5980,210
5981,900
5982,1920
5983,1204
5984,1092
5985,841
5986,73
5987,-825
5988,-881
5989,-1246
5990,-911
5991,-528
5992,-892
5993,394
5994,2242
5995,8415
5996,6034
5997,88
5998,-1677
5999,-315
6000,309
6001,195
6002,412
6003,461
6004,190
6005,255
6006,14
6007,-14
6008,-34
6009,-229
6010,-345
6011,-371
6012,-454
6013,-600
6014,-593
6015,-647
6016,-1073
6017,-1285
6018,-1368
6019,-1789
6020,-2255
6021,-2369
6022,-2525
6023,-2750
6024,-2725
6025,-2457
6026,-2121
6027,-1403
6028,-535
6029,275
6030,796
6031,1081
6032,1065
6033,1181
6034,1022
6035,951
6036,795
6037,739
6038,686
6039,555
6040,494
6041,409
6042,279
6043,248
6044,178
6045,156
6046,109
6047,177
6048,86
6049,148
6050,143
6051,167
6052,264
6053,191
6054,348
6055,194
6056,290
6057,342
6058,348
6059,599
6060,667
6061,758
6062,710
6063,716
6064,578
6065,556
6066,451
6067,245
6068,176
6069,17
6070,-74
6071,-58
6072,-103
6073,-57
6074,-46
6075,-32
6076,4
6077,-66
6078,-22
6079,11
6080,-42
6081,-2
6082,-42
6083,-47
6084,-103
6085,-93
6086,-85
6087,-64
6088,-47
6089,53
6090,28
6091,129
6092,314
6093,629
6094,1300
6095,1554
6096,746
6097,-260
6098,-245
6099,213
6100,434
6101,481
6102,612
6103,413
6104,137
6105,650
6106,2404
6107,3504
6108,-1214
6109,-3456
6110,-5573
6111,-12423
6112,-10063
6113,-3640
6114,-585
6115,-31
6116,236
6117,444
6118,1019
6119,1221
6120,1122
6121,1181
6122,1103
6123,1074
6124,929
6125,765
6126,622
6127,477
6128,257
6129,181
6130,40
6131,-48
6132,-359
6133,-759
6134,-1130
6135,-1334
6136,-1519
6137,-1722
6138,-1815
6139,-1759
6140,-1486
6141,-729
6142,57
6143,583
6144,892
6145,1426
6146,1705
6147,1666
6148,1721
6149,1469
6150,1398
6151,1356
6152,1217
6153,956
6154,849
6155,902
6156,686
6157,589
6158,601
6159,569
6160,642
6161,560
6162,582
6163,790
6164,798
6165,770
6166,690
6167,578
6168,630
6169,728
6170,800
6171,540
6172,610
6173,1177
6174,1364
6175,1320
6176,1249
6177,1136
6178,946
6179,911
6180,713
6181,764
6182,688
6183,677
6184,559
6185,500
6186,391
6187,362
6188,277
6189,301
6190,234
6191,198
6192,155
6193,164
6194,145
6195,151
6196,424
6197,376
6198,410
6199,583
6200,577
6201,583
6202,495
6203,464
6204,425
6205,500
6206,523
6207,1159
6208,1632
6209,1679
6210,1012
6211,283
6212,494
6213,763
6214,733
6215,1020
6216,1262
6217,1279
6218,821
6219,1457
6220,3413
6221,3913
6222,-1272
6223,-1887
6224,-1777
6225,-10206
6226,-10120
6227,-4397
6228,-1025
6229,182
6230,470
6231,585
6232,973
6233,1138
6234,1117
6235,1147
6236,1002
6237,854
6238,782
6239,594
6240,364
6241,290
6242,136
6243,-62
6244,-227
6245,-321
6246,-452
6247,-1004
6248,-1479
6249,-1745
6250,-2021
6251,-2057
6252,-1991
6253,-2206
6254,-1906
6255,-1421
6256,-750
6257,-234
6258,615
6259,994
6260,1164
6261,1204
6262,1300
6263,1160
6264,1055
6265,854
6266,765
6267,605
6268,475
6269,217
6270,196
6271,89
6272,132
6273,62
6274,102
6275,106
6276,177
6277,128
6278,178
6279,144
6280,139
6281,168
6282,110
6283,141
6284,227
6285,130
6286,199
6287,198
6288,182
6289,271
6290,449
6291,299
6292,304
6293,221
6294,201
6295,275
6296,185
6297,197
6298,99
6299,160
6300,242
6301,179
6302,244
6303,163
6304,222
6305,189
6306,271
6307,212
6308,168
6309,302
6310,180
6311,294
6312,232
6313,281
6314,221
6315,294
6316,222
6317,233
6318,205
6319,433
6320,801
6321,1433
6322,1877
6323,1681
6324,514
6325,117
6326,90
6327,403
6328,385
6329,401
6330,269
6331,82
6332,-84
6333,996
6334,3169
6335,1409
6336,-1673
6337,-3403
6338,-7528
6339,-12766
6340,-8900
6341,-2698
6342,-509
6343,78
6344,299
6345,609
6346,1137
6347,1245
6348,1281
6349,1193
6350,990
6351,840
6352,420
6353,4
6354,-281
6355,-488
6356,-558
6357,-584
6358,-885
6359,-1061
6360,-1186
6361,-1610
6362,-1863
6363,-2093
6364,-2226
6365,-2386
6366,-2527
6367,-2395
6368,-2020
6369,-1293
6370,-793
6371,130
6372,652
6373,1037
6374,1258
6375,1218
6376,1239
6377,1034
6378,898
6379,721
6380,574
6381,515
6382,391
6383,319
6384,271
6385,263
6386,225
6387,195
6388,97
6389,159
6390,216
6391,262
6392,239
6393,247
6394,256
6395,260
6396,224
6397,195
6398,190
6399,209
6400,149
6401,243
6402,219
6403,359
6404,295
6405,388
6406,316
6407,531
6408,548
6409,559
6410,567
6411,522
6412,463
6413,379
6414,378
6415,332
6416,204
6417,290
6418,169
6419,252
6420,121
6421,279
6422,119
6423,287
6424,295
6425,439
6426,347
6427,373
6428,312
6429,404
6430,386
6431,411
6432,436
6433,304
6434,340
6435,280
6436,344
6437,288
6438,373
6439,682
6440,1136
6441,1464
6442,1588
6443,1086
6444,-32
6445,-146
6446,154
6447,392
6448,363
6449,237
6450,94
6451,-110
6452,36
6453,1426
6454,3159
6455,-470
6456,-2469
6457,-3285
6458,-11801
6459,-12127
6460,-6366
6461,-1380
6462,-300
6463,276
6464,301
6465,773
6466,1039
6467,1088
6468,1049
6469,875
6470,735
6471,610
6472,324
6473,55
6474,-64
6475,-265
6476,-347
6477,-284
6478,-561
6479,-927
6480,-1265
6481,-1589
6482,-1905
6483,-2112
6484,-2314
6485,-2435
6486,-2520
6487,-2376
6488,-2057
6489,-1423
6490,-735
6491,240
6492,615
6493,891
6494,919
6495,982
6496,865
6497,780
6498,562
6499,442
6500,334
6501,216
6502,194
6503,171
6504,163
6505,168
6506,150
6507,167
6508,151
6509,122
6510,158
6511,209
6512,111
6513,132
6514,183
6515,215
6516,186
6517,209
6518,20
6519,-185
6520,-95
6521,-78
6522,-138
6523,-154
6524,-122
6525,-104
6526,-123
6527,-49
6528,-40
6529,110
6530,80
6531,40
6532,77
6533,16
6534,93
6535,68
6536,41
6537,43
6538,9
6539,149
6540,159
6541,241
6542,156
6543,238
6544,190
6545,235
6546,349
6547,231
6548,369
6549,344
6550,551
6551,617
6552,520
6553,548
6554,724
6555,1251
6556,1915
6557,2054
6558,1471
6559,608
6560,535
6561,961
6562,922
6563,1121
6564,1388
6565,1469
6566,1083
6567,933
6568,2315
6569,4664
6570,-612
6571,-1530
6572,-1053
6573,-8601
6574,-11686
6575,-4959
6576,-1036
6577,-111
6578,486
6579,589
6580,920
6581,1068
6582,986
6583,939
6584,924
6585,805
6586,768
6587,549
6588,597
6589,341
6590,305
6591,164
6592,392
6593,300
6594,0
6595,-500
6596,-1032
6597,-1410
6598,-1534
6599,-1831
6600,-1921
6601,-2019
6602,-1922
6603,-1309
6604,-577
6605,0
6606,870
6607,1447
6608,1693
6609,1823
6610,1881
6611,1844
6612,1650
6613,1485
6614,1239
6615,1035
6616,777
6617,639
6618,502
6619,420
6620,364
6621,196
6622,142
6623,115
6624,193
6625,2
6626,88
6627,102
6628,21
6629,26
6630,-14
6631,53
6632,22
6633,19
6634,40
6635,34
6636,81
6637,-31
6638,44
6639,76
6640,51
6641,64
6642,58
6643,150
6644,164
6645,197
6646,164
6647,160
6648,194
6649,188
6650,123
6651,77
6652,-2
6653,-40
6654,-56
6655,-154
6656,58
6657,-51
6658,76
6659,16
6660,99
6661,222
6662,168
6663,203
6664,361
6665,238
6666,362
6667,344
6668,419
6669,392
6670,450
6671,486
6672,579
6673,851
6674,1160
6675,1713
6676,1840
6677,1256
6678,301
6679,-235
6680,161
6681,314
6682,380
6683,263
6684,269
6685,-90
6686,-145
6687,1190
6688,3109
6689,568
6690,-1893
6691,-2905
6692,-10096
6693,-12642
6694,-7351
6695,-1671
6696,-590
6697,109
6698,315
6699,832
6700,1185
6701,1362
6702,1437
6703,1559
6704,1362
6705,1307
6706,906
6707,745
6708,600
6709,470
6710,328
6711,268
6712,187
6713,36
6714,-342
6715,-723
6716,-1070
6717,-1321
6718,-1635
6719,-1715
6720,-1929
6721,-1769
6722,-1384
6723,-630
6724,-15
6725,711
6726,1259
6727,1618
6728,1777
6729,1710
6730,1761
6731,1589
6732,1437
6733,1279
6734,1187
6735,1115
6736,965
6737,930
6738,797
6739,840
6740,722
6741,706
6742,755
6743,691
6744,755
6745,595
6746,632
6747,520
6748,584
6749,531
6750,511
6751,496
6752,409
6753,408
6754,352
6755,439
6756,354
6757,409
6758,317
6759,365
6760,264
6761,275
6762,268
6763,246
6764,268
6765,247
6766,164
6767,177
6768,165
6769,285
6770,83
6771,206
6772,145
6773,216
6774,177
6775,295
6776,265
6777,200
6778,239
6779,136
6780,167
6781,172
6782,156
6783,183
6784,115
6785,252
6786,432
6787,646
6788,1384
6789,1634
6790,1332
6791,149
6792,-131
6793,-41
6794,54
6795,200
6796,40
6797,-141
6798,-329
6799,-521
6800,1136
6801,3576
6802,-1126
6803,-2051
6804,-1199
6805,-5670
6806,-11753
6807,-7300
6808,-2364
6809,-555
6810,4
6811,608
6812,1083
6813,1457
6814,955
6815,780
6816,391
6817,168
6818,-109
6819,-304
6820,-510
6821,-667
6822,-842
6823,-857
6824,-945
6825,-899
6826,-992
6827,-1204
6828,-1580
6829,-1806
6830,-2054
6831,-2200
6832,-2300
6833,-2305
6834,-2207
6835,-1993
6836,-1393
6837,-878
6838,225
6839,645
6840,1084
6841,1119
6842,1216
6843,1122
6844,1069
6845,890
6846,845
6847,757
6848,640
6849,561
6850,436
6851,297
6852,193
6853,189
6854,275
6855,136
6856,95
6857,150
6858,41
6859,74
6860,75
6861,102
6862,96
6863,59
6864,141
6865,139
6866,218
6867,234
6868,219
6869,182
6870,310
6871,271
6872,307
6873,204
6874,197
6875,211
6876,125
6877,102
6878,3
6879,50
6880,38
6881,277
6882,298
6883,309
6884,375
6885,350
6886,397
6887,319
6888,339
6889,261
6890,281
6891,256
6892,238
6893,247
6894,218
6895,90
6896,78
6897,96
6898,123
6899,208
6900,279
6901,210
6902,241
6903,358
6904,513
6905,948
6906,1292
6907,1755
6908,1682
6909,446
6910,-139
6911,40
6912,154
6913,302
6914,161
6915,40
6916,-47
6917,-263
6918,1110
6919,3470
6920,-110
6921,-1781
6922,-2578
6923,-10405
6924,-12430
6925,-7194
6926,-1671
6927,-721
6928,91
6929,115
6930,584
6931,785
6932,850
6933,772
6934,789
6935,675
6936,696
6937,493
6938,276
6939,78
6940,52
6941,39
6942,56
6943,-23
6944,-136
6945,-423
6946,-679
6947,-1029
6948,-1317
6949,-1627
6950,-1610
6951,-1762
6952,-1648
6953,-1262
6954,-783
6955,-158
6956,562
6957,1091
6958,1391
6959,1416
6960,1656
6961,1549
6962,1446
6963,1155
6964,1037
6965,868
6966,709
6967,712
6968,522
6969,517
6970,388
6971,482
6972,473
6973,453
6974,471
6975,413
6976,428
6977,344
6978,384
6979,371
6980,461
6981,571
6982,521
6983,554
6984,653
6985,723
6986,855
6987,916
6988,1001
6989,1016
6990,1170
6991,1189
6992,1253
6993,985
6994,949
6995,752
6996,935
6997,532
6998,608
6999,739
7000,-15
7001,2
7002,152
7003,157
7004,58
7005,-27
7006,-37
7007,-2
7008,29
7009,35
7010,10
7011,24
7012,-7
7013,27
7014,-48
7015,-32
7016,3
7017,34
7018,121
7019,78
7020,-12
7021,146
7022,307
7023,885
7024,885
7025,874
7026,169
7027,-123
7028,-64
7029,65
7030,52
7031,27
7032,-121
7033,-141
7034,61
7035,-117
7036,-223
7037,-277
7038,-376
7039,-240
7040,-4357
7041,-14866
7042,-6985
7043,-2469
7044,-1629
7045,-248
7046,918
7047,712
7048,1015
7049,1029
7050,1009
7051,1028
7052,1055
7053,836
7054,702
7055,446
7056,381
7057,428
7058,386
7059,349
7060,511
7061,584
7062,875
7063,1368
7064,1719
7065,2040
7066,2280
7067,2657
7068,2917
7069,2864
7070,2631
7071,1934
7072,1078
7073,264
7074,-324
7075,-551
7076,-819
7077,-768
7078,-620
7079,-257
7080,-130
7081,228
7082,289
7083,511
7084,455
7085,527
7086,428
7087,450
7088,373
7089,351
7090,274
7091,155
7092,146
7093,179
7094,111
7095,141
7096,210
7097,152
7098,192
7099,203
7100,193
7101,126
7102,186
7103,152
7104,177
7105,143
7106,126
7107,104
7108,229
7109,209
7110,232
7111,178
7112,283
7113,238
7114,295
7115,268
7116,291
7117,285
7118,311
7119,251
7120,250
7121,179
7122,263
7123,273
7124,231
7125,252
7126,277
7127,252
7128,348
7129,317
7130,504
7131,683
7132,927
7133,1157
7134,493
7135,84
7136,-65
7137,16
7138,111
7139,-89
7140,-90
7141,-273
7142,-235
7143,-268
7144,-570
7145,-397
7146,-1206
7147,-195
7148,-1991
7149,-13371
7150,-11305
7151,-4238
7152,-1596
7153,-826
7154,516
7155,380
7156,609
7157,1083
7158,857
7159,893
7160,786
7161,758
7162,603
7163,488
7164,288
7165,206
7166,70
7167,96
7168,47
7169,247
7170,327
7171,749
7172,1087
7173,1281
7174,1572
7175,1901
7176,2165
7177,2308
7178,2247
7179,1862
7180,1050
7181,385
7182,-281
7183,-609
7184,-962
7185,-999
7186,-899
7187,-610
7188,-341
7189,-163
7190,-20
7191,145
7192,169
7193,152
7194,201
7195,178
7196,179
7197,147
7198,181
7199,58
7200,39
7201,141
7202,52
7203,39
7204,45
7205,-15
7206,-66
7207,-71
7208,-57
7209,0
7210,-26
7211,-5
7212,-36
7213,-12
7214,7
7215,22
7216,79
7217,7
7218,49
7219,23
7220,19
7221,-30
7222,44
7223,-1
7224,33
7225,3
7226,-7
7227,25
7228,-2
7229,54
7230,45
7231,61
7232,20
7233,71
7234,122
7235,149
7236,167
7237,300
7238,692
7239,697
7240,930
7241,-5
7242,-260
7243,-95
7244,4
7245,-96
7246,-38
7247,-257
7248,-287
7249,-252
7250,-378
7251,-569
7252,-443
7253,-590
7254,-398
